Matricula,Nombre_estudiante,Programa_academico,Semestre_del_alumno,Alumnos_Acreditados,Plan_de_estudios,Campus
A08770051,Tequila Brandenburg,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A09038193,Nam Gibbons,ESC,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A09576837,Cherlyn France,IIS,Tercer Semestre,Acreditado(a),TEC21,Otro Campus
A01765968,Alida Eastman,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A06840837,Eulah Rowe,IBQ,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A08640508,Tesha Benedict,IIT,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A07075283,Cordelia Moss,ESC,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A06938705,Maryann Sharpe,ESC,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A03911014,Shawna Perreault,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A09686769,Un Baker,ESC,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A00263398,Rory Coronado,ESC,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A02869378,Tamala Brand,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A09914246,Tisa Conover,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A04930850,Alissa Turner,ESC,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A00989131,Eldora Oquendo,IIT,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A09303423,Lisette Kunkel,ESC,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A09152618,Olin Slater,ESC,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A02070286,Carole Peacock,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A08440582,Marleen Dionne,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A04348452,Myesha Dion,ESC,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A06786616,Desirae Shively,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A04071839,Many Brock,IIT,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A01055800,Lino Terrell,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A09698535,Colton Colby,IBQ,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A04308057,Mimi Redman-Brill,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A08572907,Lucille Woods,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A01757042,Tish Roe,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A01524002,Rolf Guillen,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A08569635,Lavern Fulmer,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A00950232,Nia Berlin,ICT,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A01396606,Dirk Hunter,IBQ,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A04690843,Ellis Pinkston,IBQ,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A01041197,Julianne Scarbrough,IBQ,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A03864749,Lavonda Boyles,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A07438862,Marlyn Weston,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A04272056,Libby Shank,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A00866463,Domenica Ricker,IBQ,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A01990195,Patience Pritchard-Kauffman,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A04104336,Jena Giron-Chalmers,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A02380527,Bobbi Danielson,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A04269347,Man Peacock,IBQ,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A00060463,Debby Carpenter-Baptiste,ESC,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A08001986,Kerri Redden,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A00244526,Wai Longoria,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A08162572,Luigi Stoker,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A01654149,Brett Gerald,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A07164396,Zack Marin,ESC,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A01426543,Soledad Marvin,ESC,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A09753188,Paulina Vance,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A01527123,Dori Williamson,IIT,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A06206400,Lynette Haynes,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A02806653,Latoya Booker,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A03532367,Kristy Foltz,ESC,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A02030634,Arleen Valle,IIT,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A09220485,Tarah Weathers,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A02912020,Lakenya Flanigan,IIT,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A02426142,September Engel,IBQ,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A06919144,Madaline Bradford,ESC,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A04106481,Delores Lockhart,IIT,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A03885171,Hee Tibbs,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A07660381,Elijah Schwab,ESC,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A09591793,Leda Milner,IIT,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A01375940,Elaine Keith,IIT,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A05973629,Mark Fortney,IIT,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A00977257,Candi Estes,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A01165819,Syble Roque,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A02463785,Sasha Simons,IIT,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A00337445,Karole Frick,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A03911968,Hunter Contreras,IIT,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A06004843,Vaughn Boyle,ESC,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A01119404,Ramona Scott,IIT,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A01404123,Stefan Tompkins,IMT,Cuarto Semestre,Acreditado(a),TEC21,Otro Campus
A02633362,Louvenia Benedict,IIT,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A07409583,Jenell Petit,IIT,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A09033889,Renea Carney,ICT,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A02225372,Shin Rickard,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A02004372,Louann Blount,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A08097286,Basilia Lunn,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A01973406,Chara Hailey,IIT,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A00601209,Mignon Ybarra,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A01158744,Elene Carrington,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A04589966,Walker Cress,IBQ,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A08183003,Tommye Nickel,IIT,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A08942330,Marcelo Medley,IIT,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A06596253,Wilfred Halstead,IIT,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A07754502,Paz Christie,CIS,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A01436064,Maynard Clement,IIT,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A05570720,Lucy Snider,IIT,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A05031302,Hosea Numbers,IIT,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A01882359,Pei Stallings,LAF,Cuarto Semestre,Acreditado(a),TEC21,Otro Campus
A01312694,Rocco Alvarado,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A01894321,Trent Skidmore-Kersey,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A04357694,Nicolle Bragg,ESC,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A01396498,Les Wakefield,ESC,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A08422651,Carmen Brock,IIT,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A08764207,Jonas Steinberg,IIT,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A05242541,Elouise Belton-Markham,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A09732172,Fredda Chapa,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A05872540,Oren Castellanos,IIT,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A05329484,Louis Sandlin,ESC,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A00244522,Tasia Demarco,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A08933803,Kiyoko Richmond,IIT,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A02746767,Kecia Galarza,ESC,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A06191227,Demarcus Lu,IBQ,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A06333748,Consuelo Clausen,LAE,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A04575030,Phylis Kohl,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A01995726,Sidney Mathews-Conaway,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A02734617,Eldridge Rayford,IIT,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A01188224,Dwain Hogue,ESC,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A00292390,Reggie Wilmoth,IIT,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A07805290,Ella Danforth,ESC,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A07482757,Shara Hatfield,IIS,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A01741967,Eula Cowell,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A05279441,Joya Boyles,IIT,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A08618109,Roxanne Stanton,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A00169012,Racheal Barnett,IIT,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A06793695,Emile Pool,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A07907171,Junko Way,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A06547491,Raelene Wilkins,IIT,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A08712836,Janessa Tapp,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A06293380,Clare Ramirez,IIT,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A05863979,Alycia Rainey-Wheaton,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A08629226,Yvone Andrews,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A00477787,Benita Byers,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A01677152,Cherilyn Bauman,CIS,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A08980813,Elia Monaghan-Lindberg,IIT,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A03786637,Rachelle Weathers,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A02944548,Kirsten Peachey,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A04466319,Anne Mcinnis,LAE,Tercer Semestre,Acreditado(a),TEC21,Otro Campus
A09813015,Yoko Chacon,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A04000837,Kelsey Sena,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A04018472,Leonore Moe,IBQ,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A07597699,Shaquita Demers,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A05107246,Talisha Venegas,ICI,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A04564047,Oliver Medina,ESC,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A07419731,Desiree Fish,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A06082110,Gustavo Mondragon-Shaw,ESC,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A02847166,Allie Gaylord,IIT,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A09739962,Breanne Wellman,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A02478288,Shanae Shay,ESC,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A05240688,Shan Song,IIT,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A01394391,Mei Ornelas,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A02370446,Heide Taggart,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A09040912,Tam Lyons,ESC,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A06192440,Zoe Wiese,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A08392577,Donnette Mcgehee,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A04508473,Deana Negrete,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A09921954,Page Candelaria,ICI,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A09222029,Guy Ammons,NEG,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A07900202,Monika Fine,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A01917527,Selina Goebel,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A09362361,Malena Lilley,ESC,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A00721469,Lillia Furr,ESC,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A08708085,Sung Chavez,ESC,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A08995749,Chara Mclendon,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A00350109,Rubi Garay,NEG,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A08787187,Conrad Mcduffie,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A09147362,Demetria Sharkey,CIS,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A06174759,Albert Wallis,IIT,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A05327496,Suzette Leake,IIT,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A05773008,Gayle Vera,IIT,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A01909299,Penny Sacco,IIT,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A07541685,Doretha Boettcher,IIT,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A05459095,Basil Devito,IIT,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A01109188,Sheryll Renteria,ICI,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A08502290,Jeanne Mattison,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A05030883,Tommy Gabbard,IBQ,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A08786893,Alysha Hastings,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A01526116,Florencia Warren,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A05884621,Eloise Stewart,IIT,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A01093515,Tierra May,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A09880925,Danika Seibert,IIT,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A04107981,Ayana Peters,NEG,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A01842793,Lucia Baber,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A00266121,Geraldo East,IBQ,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A00984426,Tanja Krauss,IIT,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A07668720,Janett Bach,CIS,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A05615751,Tanisha Heck,AMC,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A03415632,Katia Seaton,ESC,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A04588209,Brandon Lloyd,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A02896239,Kathey Abraham,IDM,Cuarto Semestre,Acreditado(a),TEC21,Otro Campus
A06665129,Giselle Carmona,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A05122996,Efrain Southerland,ESC,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A06607534,Alona Dehart,CIS,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A02725361,Nicolle Shelly,NEG,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A09248570,Gertrud Palmer,IBQ,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A05672901,Dominique Timmerman,IBQ,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A09093259,Rosalva Blake,IIT,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A02807276,Sharron Barrows,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A08233887,Yolonda Canada,NEG,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A01058413,Jarred Knutson,ICT,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A01674968,Andres Allan,LAD,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A08661857,Brett Navarrete-Gaffney,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A06245471,Alla Hutcheson,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A07358768,Domonique Segura,NEG,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A08434279,Aurora Holiday,ESC,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A02569490,Ena Treat,ESC,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A03468242,Classie Collins,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A08680325,Laree Roby,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A07494255,Dave Wallace,LDI,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A06176730,Ida Spann,SLD,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A00155959,Rutha Krebs,AMC,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A08874471,Frida Donahue,IBQ,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A02973673,Verda Buffington,ESC,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A01053117,Dionna Mccutcheon,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A09827113,Mollie Willie,ARQ,Cuarto Semestre,Acreditado(a),TEC21,Otro Campus
A05724128,Quinn Garber,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A00216572,Kali Lilly,ESC,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A06228214,Tameika Arteaga,LTP,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A07869548,Magnolia Atwood,NEG,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A02041704,Shana Macias,ITC,Cuarto Semestre,Acreditado(a),TEC21,Otro Campus
A03132533,Yessenia Paquette,LAD,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A04475176,Delmar Banda,NEG,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A01770005,Marivel Fulton,NEG,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A06437752,Genesis Money,CIS,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A03217707,Charis Swann,IIT,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A07873079,Shavonne Tracey,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A00374874,Kathrin Buchanan,ESC,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A01633184,Elane Vidal,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A09158417,Meggan Huggins,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A02589323,Marguerita Vue,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A01120364,Sandie Rife,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A05962792,Dimple Pate,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A04109177,Alethea Hanson,IIT,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A00564878,Cherise Belton,IBQ,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A01329376,Johnie Waldron,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A02524485,Abe Mcmurray,ESC,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A00856703,Edie Hyland,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A04219464,Tamie Kiser-Isaac,NEG,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A02181253,Apolonia Rodriguez,ICT,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A07400213,Joseph Nagle,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A08861120,Dena Roberson,ICT,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A08606059,Joie Sledge,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A02012163,Necole Maldonado,NEG,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A02321151,Lara Holloway,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A00818146,Kia Serna,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A04815904,Tiara Parnell,ICT,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A03884128,Rina Hinton,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A04936309,Vonnie Lemmon,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A02721034,Florrie Keefer,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A00514732,Georgiana Parsons,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A05492100,Errol Williamson,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A08671851,Kelvin Vandiver,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A09364712,Oswaldo Wong,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A06235336,Ernestina Stidham,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A06152308,Marylin Lyons,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A05737442,Dalia Skelton,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A06521590,Cleo Yoo,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A06295212,Buck Moten,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A05254558,Myrta Shah,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A01125175,Dulce Bowers,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A02487724,Bettina Mohr,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A04621158,Maria Dial,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A08354971,Carmella Lay,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A01492578,Marinda Caro,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A06659968,Dylan Leary,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A09113754,Lashunda Davidson,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A00170190,Trinidad Valencia,NEG,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A00941588,Basil Grayson,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A03404554,Josephina Michaud,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A05819348,Mariann Hoyle,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A09368339,Amina Barbee,ICT,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A02597438,Florencio Needham,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A03934721,Stella Wright,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A06829719,Floria Mcguire,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A02948229,Walter Batts,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A01471551,Kathern Velasquez,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A07053935,Melaine Curran,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A03084985,Britany Slater,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A04218460,Fabiola Dow,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A07427554,Laurice Rico,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A05775346,Mandy Hubert,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A04355045,Ellena Mathias,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A06660148,Hunter Cornwell,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A09802111,Dian Wolf,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A03878084,Matthew Shelton,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A00099358,Leonel Stowe,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A02225906,Wendolyn Ledet,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A08338755,Raye Dickson,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A07247698,Deetta Picard-Alves,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A07194552,Theresia Tan,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A04592901,Lucinda Kuhn-Clough,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A03684540,Hanh Wilke,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A08049419,Hiedi Mcneely,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A03250397,Yuriko Baumann,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A07469373,Tad Benedict,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A07755892,Tinisha Chadwick,NEG,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A01984575,Collin Pressley,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A02742209,Emeline Saxton,ICT,Primer Semestre,Acreditado(a),TEC21,Otro Campus
A03643064,Madeleine Berrios,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A06438493,Lannie Hamm,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A02994518,Leonia Aguayo,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A03981264,Huey Holcomb,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A08210165,Lauretta Pearce,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A07689020,Sharon Lemon,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A05792582,Jacqui Mobley,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A04326111,Albertina Altman,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
A00064386,Octavio Wortham,NEG,Segundo Semestre,Acreditado(a),TEC21,Otro Campus
